event_id,prompt,history,summary,his_len,type,instruction,output,response
955696,"Imagine you're in a situation where you need to report a safety concern to your local police department. You're speaking with a dispatcher from the police department, who is trained to provide helpful and detailed guidance, as well as necessary emotional support. Describe your interaction with the dispatcher, including what safety concern you're reporting and how the dispatcher assists you.
The user was hearing echoing popping noises coming from outside while sitting indoors. The user was located around San Francisco [GPE], and heard the noises about 10 minutes ago. The user and their roommate did not hear any other commotion otherwise.


 
 User:  Heard series of echoing popping noises coming from outside while sitting indoors 
 Dispatcher:  Thank you for using LiveSafe. Can you advise, where are you hearing these popping noises? How many did you hear and when did you hear them? 
 User:  Not sure where they are coming from, but I am located around San Francisco [GPE] 
 User: ","[['User', 'Heard series of echoing popping noises coming from outside while sitting indoors'], ['Dispatcher', 'Thank you for using LiveSafe. Can you advise, where are you hearing these popping noises? How many did you hear and when did you hear them?'], ['User', 'Not sure where they are coming from, but I am located around San Francisco [GPE]'], ['User', 'I heard them about 10 minutes ago, a series of about three reverberating pops?']]","The user was hearing echoing popping noises coming from outside while sitting indoors. The user was located around San Francisco [GPE], and heard the noises about 10 minutes ago. The user and their roommate did not hear any other commotion otherwise.
",10,NoiseDisturbance,"Not sure where they are coming from, but I am located around San Francisco [GPE]","I heard them about 10 minutes ago, a series of about three reverberating pops?","Heard them about 10 minutes ago 
"
956162,"Imagine you're in a situation where you need to report a safety concern to your local police department. You're speaking with a dispatcher from the police department, who is trained to provide helpful and detailed guidance, as well as necessary emotional support. Describe your interaction with the dispatcher, including what safety concern you're reporting and how the dispatcher assists you.
The user reported a suspicious person on campus who was asking for information about students. The user did not know the identity of the person or the reason for their inquiry. The user was advised to come to the police station to file a report after their class.


 
 User:  Hey some guy keeps messaging me trying to find some University of Mississippi student 
 Dispatcher:  Hello, thank you for your tip. What information is the man asking for about the students and do you know why he keeps contacting you specifically? 
 User:  He wants to know where he lives/works. He says his nephew is gonna go beat his ass. 
 Dispatcher:  Did the man give his name or the name of the niece/nephew he mentions? 
 User:  I have his Twitter account but I don’t know who he is. I know he’s looking for a guy named DeShaun 
 Dispatcher:  Has the man threatened you or spoken about committing any crimes that you know of? 
 User: ","[['User', 'Hey some guy keeps messaging me trying to find some University of Mississippi student'], ['Dispatcher', 'Hello, thank you for your tip. What information is the man asking for about the students and do you know why he keeps contacting you specifically?'], ['User', 'He wants to know where he lives/works. He says his nephew is gonna go beat his ass.'], ['Dispatcher', 'Did the man give his name or the name of the niece/nephew he mentions?'], ['User', 'I have his Twitter account but I don’t know who he is. I know he’s looking for a guy named DeShaun'], ['Dispatcher', 'Has the man threatened you or spoken about committing any crimes that you know of?'], ['User', 'Just that his nephew plans on beating the kids ass and that his niece is now going to school here so he will always be on campus. I just thought maybe the police should know idk']]","The user reported a suspicious person on campus who was asking for information about students. The user did not know the identity of the person or the reason for their inquiry. The user was advised to come to the police station to file a report after their class.
",10,HarassmentAbuse,Has the man threatened you or spoken about committing any crimes that you know of?,Just that his nephew plans on beating the kids ass and that his niece is now going to school here so he will always be on campus. I just thought maybe the police should know idk,"No, he just keeps messaging me and asking where he lives/works. I don’t know why he wants that information. 
"
956442,"Imagine you're in a situation where you need to report a safety concern to your local police department. You're speaking with a dispatcher from the police department, who is trained to provide helpful and detailed guidance, as well as necessary emotional support. Describe your interaction with the dispatcher, including what safety concern you're reporting and how the dispatcher assists you.
The user witnessed a hit and run, and was able to provide some information about the vehicle, including the damage to the passenger side of the vehicle and the color of the vehicle. The user was able to provide their location and was able to provide the information about the vehicle.


 
 User:  Witnessed a hit and run, noticed a white mustang trying to park then saw it hit the car to my right and then drove off. 
 Dispatcher:  Did you get any of the information from the vehicle? 
 User: ","[['User', 'Witnessed a hit and run, noticed a white mustang trying to park then saw it hit the car to my right and then drove off.'], ['Dispatcher', 'Did you get any of the information from the vehicle?'], ['User', 'No, I wasn’t able to get a license plate but I saw damage on the passenger side of the white mustang.']]","The user witnessed a hit and run, and was able to provide some information about the vehicle, including the damage to the passenger side of the vehicle and the color of the vehicle. The user was able to provide their location and was able to provide the information about the vehicle.
",10,EmergencyMessage,Did you get any of the information from the vehicle?,"No, I wasn’t able to get a license plate but I saw damage on the passenger side of the white mustang.","Yes, the damage to the passenger side of the vehicle and the color of the vehicle. 
"
956442,"Imagine you're in a situation where you need to report a safety concern to your local police department. You're speaking with a dispatcher from the police department, who is trained to provide helpful and detailed guidance, as well as necessary emotional support. Describe your interaction with the dispatcher, including what safety concern you're reporting and how the dispatcher assists you.
The user witnessed a hit and run, and was able to provide some information about the vehicle, including the damage to the passenger side of the vehicle and the color of the vehicle. The user was able to provide their location and was able to provide the information about the vehicle.


 
 User:  Witnessed a hit and run, noticed a white mustang trying to park then saw it hit the car to my right and then drove off. 
 Dispatcher:  Did you get any of the information from the vehicle? 
 User:  No, I wasn’t able to get a license plate but I saw damage on the passenger side of the white mustang. 
 User:  It was not my vehicle that was hit, I just saw it happen. 
 Dispatcher:  Ok, is it possible if we can get an officer to you to file a report and get information? 
 User:  Yes I am still in the parking lot. 
 Dispatcher:  Thank You. What vehicle are you in and what area of the parking lot should we send the officer to? 
 User:  I am in a silver dodge [PERSON], I am in the general lot by the recreation center, close to one of the lot entrances. I can stand out by the truck so the officer will see me. 
 Dispatcher:  Thank you very much I have an officer enroute to you now 
 Dispatcher:  Where exactly in the lot are you? 
 User: ","[['User', 'Witnessed a hit and run, noticed a white mustang trying to park then saw it hit the car to my right and then drove off.'], ['Dispatcher', 'Did you get any of the information from the vehicle?'], ['User', 'No, I wasn’t able to get a license plate but I saw damage on the passenger side of the white mustang.'], ['User', 'It was not my vehicle that was hit, I just saw it happen.'], ['Dispatcher', 'Ok, is it possible if we can get an officer to you to file a report and get information?'], ['User', 'Yes I am still in the parking lot.'], ['Dispatcher', 'Thank You. What vehicle are you in and what area of the parking lot should we send the officer to?'], ['User', 'I am in a silver dodge [PERSON], I am in the general lot by the recreation center, close to one of the lot entrances. I can stand out by the truck so the officer will see me.'], ['Dispatcher', 'Thank you very much I have an officer enroute to you now'], ['Dispatcher', 'Where exactly in the lot are you?'], ['User', 'The best I can describe it as there is a massive tree in the center of the lot, that is where I am.']]","The user witnessed a hit and run, and was able to provide some information about the vehicle, including the damage to the passenger side of the vehicle and the color of the vehicle. The user was able to provide their location and was able to provide the information about the vehicle.
",10,EmergencyMessage,Where exactly in the lot are you?,"The best I can describe it as there is a massive tree in the center of the lot, that is where I am.","I am by the entrance closest to the recreation center. 
"
956853,"Imagine you're in a situation where you need to report a safety concern to your local police department. You're speaking with a dispatcher from the police department, who is trained to provide helpful and detailed guidance, as well as necessary emotional support. Describe your interaction with the dispatcher, including what safety concern you're reporting and how the dispatcher assists you.
The user was concerned about a friend who was attempting suicide on Instagram Live. They provided the link to the live stream and requested that the appropriate authorities be notified. The user was unable to find the friend's address and was frustrated with the lack of response from the dispatcher.


 
 User:  A friend of mine from high school is attempting to kill himself on Instagram live. Here's the link. Please report the appropriate authorities. Facebook 
 User: ","[['User', ""A friend of mine from high school is attempting to kill himself on Instagram live. Here's the link. Please report the appropriate authorities. Facebook""], ['User', 'He lives in Los Angeles.']]","The user was concerned about a friend who was attempting suicide on Instagram Live. They provided the link to the live stream and requested that the appropriate authorities be notified. The user was unable to find the friend's address and was frustrated with the lack of response from the dispatcher.
",10,MentalHealth,A friend of mine from high school is attempting to kill himself on Instagram live. Here's the link. Please report the appropriate authorities. Facebook,He lives in Los Angeles.,"I can't find their address. I'm so frustrated. 
"
956853,"Imagine you're in a situation where you need to report a safety concern to your local police department. You're speaking with a dispatcher from the police department, who is trained to provide helpful and detailed guidance, as well as necessary emotional support. Describe your interaction with the dispatcher, including what safety concern you're reporting and how the dispatcher assists you.
The user was concerned about a friend who was attempting suicide on Instagram Live. They provided the link to the live stream and requested that the appropriate authorities be notified. The user was unable to find the friend's address and was frustrated with the lack of response from the dispatcher.


 
 User:  A friend of mine from high school is attempting to kill himself on Instagram live. Here's the link. Please report the appropriate authorities. Facebook 
 User:  He lives in Los Angeles. 
 User:  I'm trying to find his exact address. 
 User:  I can't find it. 
 User:  Hello? 
 User: ","[['User', ""A friend of mine from high school is attempting to kill himself on Instagram live. Here's the link. Please report the appropriate authorities. Facebook""], ['User', 'He lives in Los Angeles.'], ['User', ""I'm trying to find his exact address.""], ['User', ""I can't find it.""], ['User', 'Hello?'], ['User', ""I can't find his address.""]]","The user was concerned about a friend who was attempting suicide on Instagram Live. They provided the link to the live stream and requested that the appropriate authorities be notified. The user was unable to find the friend's address and was frustrated with the lack of response from the dispatcher.
",10,MentalHealth,Hello?,I can't find his address.,"I'm still waiting for someone to help me. 
"
956853,"Imagine you're in a situation where you need to report a safety concern to your local police department. You're speaking with a dispatcher from the police department, who is trained to provide helpful and detailed guidance, as well as necessary emotional support. Describe your interaction with the dispatcher, including what safety concern you're reporting and how the dispatcher assists you.
The user was concerned about a friend who was attempting suicide on Instagram Live. They provided the link to the live stream and requested that the appropriate authorities be notified. The user was unable to find the friend's address and was frustrated with the lack of response from the dispatcher.


 
 User:  A friend of mine from high school is attempting to kill himself on Instagram live. Here's the link. Please report the appropriate authorities. Facebook 
 User:  He lives in Los Angeles. 
 User:  I'm trying to find his exact address. 
 User:  I can't find it. 
 User:  Hello? 
 User:  I can't find his address. 
 User:  He works for Apple. They may have it. 
 User:  Please send help 
 User:  Facebook 
 User: ","[['User', ""A friend of mine from high school is attempting to kill himself on Instagram live. Here's the link. Please report the appropriate authorities. Facebook""], ['User', 'He lives in Los Angeles.'], ['User', ""I'm trying to find his exact address.""], ['User', ""I can't find it.""], ['User', 'Hello?'], ['User', ""I can't find his address.""], ['User', 'He works for Apple. They may have it.'], ['User', 'Please send help'], ['User', 'Facebook'], ['User', 'Why is there no one here?!?!']]","The user was concerned about a friend who was attempting suicide on Instagram Live. They provided the link to the live stream and requested that the appropriate authorities be notified. The user was unable to find the friend's address and was frustrated with the lack of response from the dispatcher.
",10,MentalHealth,Facebook,Why is there no one here?!?!,"I'm so sorry. I'm just trying to help. 
"
956969,"Imagine you're in a situation where you need to report a safety concern to your local police department. You're speaking with a dispatcher from the police department, who is trained to provide helpful and detailed guidance, as well as necessary emotional support. Describe your interaction with the dispatcher, including what safety concern you're reporting and how the dispatcher assists you.
The user reported a man bothering another man at an ATM in front of the commons. The user provided a description of the subject, a black man in his late 30s, bald with a band-aid in between his eyebrows.


 
 User:  man bothering other man at ATM in front of commons 
 Dispatcher:  Thank you for using LiveSafe! Can you describe the subject who is bothering the man? 
 Dispatcher:  Which [GPE] will this be [FAC] or [FAC] side? 
 User:  Floyd 
 User: ","[['User', 'man bothering other man at ATM in front of commons'], ['Dispatcher', 'Thank you for using LiveSafe! Can you describe the subject who is bothering the man?'], ['Dispatcher', 'Which [GPE] will this be [FAC] or [FAC] side?'], ['User', 'Floyd'], ['User', 'black man in his late 30s, bald with a band-aid in between his eyebrows']]","The user reported a man bothering another man at an ATM in front of the commons. The user provided a description of the subject, a black man in his late 30s, bald with a band-aid in between his eyebrows.
",10,SuspiciousActivity,Floyd,"black man in his late 30s, bald with a band-aid in between his eyebrows","black man in his late 30s, bald with a band-aid in between his eyebrows 
"
957149,"Imagine you're in a situation where you need to report a safety concern to your local police department. You're speaking with a dispatcher from the police department, who is trained to provide helpful and detailed guidance, as well as necessary emotional support. Describe your interaction with the dispatcher, including what safety concern you're reporting and how the dispatcher assists you.
The user reported a strong odor of something that they thought might be weed or pot in their residence hall. They provided the location of the odor, between the two bathrooms in the area where the hallway is the widest. They did not have a specific room it was coming from, but they did not believe it was coming from the men's bathroom. The user did not want to be contacted by the officers.


 
 User:  There is a very strong odor of something which I think may be weed or pot in my residence hall. I'm on the fourth floor of [Johnson Hall] [ACRONYM] which is the section to the left when you get off the elevator. Between the two bathrooms (in the area where the hallway is the widest) the smell is the worst. 
 Dispatcher:  Do you have a specific room it is coming from? 
 User:  I[University of California, Los Angeles] not sure exactly. I know it is not from the men’s bathroom though since I walked in there. 
 Dispatcher:  ok we are sending officers, would you like contact? 
 User: ","[['User', ""There is a very strong odor of something which I think may be weed or pot in my residence hall. I'm on the fourth floor of [Johnson Hall] [ACRONYM] which is the section to the left when you get off the elevator. Between the two bathrooms (in the area where the hallway is the widest) the smell is the worst.""], ['Dispatcher', 'Do you have a specific room it is coming from?'], ['User', 'I[University of California, Los Angeles] not sure exactly. I know it is not from the men’s bathroom though since I walked in there.'], ['Dispatcher', 'ok we are sending officers, would you like contact?'], ['User', 'No, that’s not necessary. But thank you for sending officers to check it out!']]","The user reported a strong odor of something that they thought might be weed or pot in their residence hall. They provided the location of the odor, between the two bathrooms in the area where the hallway is the widest. They did not have a specific room it was coming from, but they did not believe it was coming from the men's bathroom. The user did not want to be contacted by the officers.
",10,DrugsAlcohol,"ok we are sending officers, would you like contact?","No, that’s not necessary. But thank you for sending officers to check it out!","No, I do not want to be contacted. 
"
957252,"Imagine you're in a situation where you need to report a safety concern to your local police department. You're speaking with a dispatcher from the police department, who is trained to provide helpful and detailed guidance, as well as necessary emotional support. Describe your interaction with the dispatcher, including what safety concern you're reporting and how the dispatcher assists you.
The user reported a disturbance at an apartment complex, with at least [QUANTITY] people, and no weapons.


 
 User:  Excessive noise, yelling, jumping, fighting, etc. for at least an hour. Unit # of [GPE] apartments 
 Dispatcher:  Thank you for using LiveSafe. Can you advise how many people and if they are currently fighting? 
 Dispatcher:  Also, are there any weapons that you are aware of? 
 User: ","[['User', 'Excessive noise, yelling, jumping, fighting, etc. for at least an hour. Unit # of [GPE] apartments'], ['Dispatcher', 'Thank you for using LiveSafe. Can you advise how many people and if they are currently fighting?'], ['Dispatcher', 'Also, are there any weapons that you are aware of?'], ['User', 'at least [QUANTITY] people. it is a [QUANTITY] bedroom apartment. i do not know if they are fighting']]","The user reported a disturbance at an apartment complex, with at least [QUANTITY] people, and no weapons.
",10,NoiseDisturbance,"Also, are there any weapons that you are aware of?",at least [QUANTITY] people. it is a [QUANTITY] bedroom apartment. i do not know if they are fighting,"There are at least 5-6 people in the courtyard area, no weapons that I know of. 
"
957308,"Imagine you're in a situation where you need to report a safety concern to your local police department. You're speaking with a dispatcher from the police department, who is trained to provide helpful and detailed guidance, as well as necessary emotional support. Describe your interaction with the dispatcher, including what safety concern you're reporting and how the dispatcher assists you.
The user reported that they smelled a strong weed smell coming from 1434 Danieley St, Apartment 3B. They also mentioned that they heard their roommates talking about getting more weed. The user requested to remain anonymous and stated that they were not at the flat at the moment. The user reported the incident to the New York City Housing Authority.


 
 User:  Very loud weed smell coming from 1434 Danieley St, Apartment 3B. Smelled it as I was walking past the flat on the sidewalk. 
 Dispatcher:  We will notify an officer, would you like to meet with the officer? 
 User:  No thank you. An officer already came into the flat last month and found the weed in the flat. They are doing it again after an officer told them to stop. 
 Dispatcher:  Understood. We did send an officer over there tonight as well and If it happens again just let us know and we'll be glad to send them back. 
 User:  Ok. Thank you. 
 Dispatcher:  Your Welcome. 
 User: ","[['User', 'Very loud weed smell coming from 1434 Danieley St, Apartment 3B. Smelled it as I was walking past the flat on the sidewalk.'], ['Dispatcher', 'We will notify an officer, would you like to meet with the officer?'], ['User', 'No thank you. An officer already came into the flat last month and found the weed in the flat. They are doing it again after an officer told them to stop.'], ['Dispatcher', ""Understood. We did send an officer over there tonight as well and If it happens again just let us know and we'll be glad to send them back.""], ['User', 'Ok. Thank you.'], ['Dispatcher', 'Your Welcome.'], ['User', 'Hello. My roommates are smoking weed again. I left the flat and as I walked out one of them was carrying a bong. Also, I heard them say that they got more weed in a conversation that they had. I am not at the flat at the moment because I can’t take the smell anymore. I still wish to remain anonymous. Thank you.']]","The user reported that they smelled a strong weed smell coming from 1434 Danieley St, Apartment 3B. They also mentioned that they heard their roommates talking about getting more weed. The user requested to remain anonymous and stated that they were not at the flat at the moment. The user reported the incident to the New York City Housing Authority.
",10,DrugsAlcohol,Your Welcome.,"Hello. My roommates are smoking weed again. I left the flat and as I walked out one of them was carrying a bong. Also, I heard them say that they got more weed in a conversation that they had. I am not at the flat at the moment because I can’t take the smell anymore. I still wish to remain anonymous. Thank you.","Do you think the officer will do something about it? 
"
958051,"Imagine you're in a situation where you need to report a safety concern to your local police department. You're speaking with a dispatcher from the police department, who is trained to provide helpful and detailed guidance, as well as necessary emotional support. Describe your interaction with the dispatcher, including what safety concern you're reporting and how the dispatcher assists you.
The user reported a sexual assault incident that had occurred on campus. The user was not aware of any recent sightings of the perpetrator, but would notify the dispatcher if they heard of any additional sightings. The user expressed appreciation for the dispatcher's efforts to keep the campus safe.


 
 User:  I received a report from a student of a white male with dark hair driving an older black car slowing down around women. He is sexually assaulting/flashing women by masturbating to them as he drives by. This has apparently happened several times in different parts of campus. 
 Dispatcher:  has he been seen today? 
 User: ","[['User', 'I received a report from a student of a white male with dark hair driving an older black car slowing down around women. He is sexually assaulting/flashing women by masturbating to them as he drives by. This has apparently happened several times in different parts of campus.'], ['Dispatcher', 'has he been seen today?'], ['User', 'Not that I am aware of. I was told this information this morning. I will be sure to follow up if I hear of any additional sightings.']]","The user reported a sexual assault incident that had occurred on campus. The user was not aware of any recent sightings of the perpetrator, but would notify the dispatcher if they heard of any additional sightings. The user expressed appreciation for the dispatcher's efforts to keep the campus safe.
",10,HarassmentAbuse,has he been seen today?,Not that I am aware of. I was told this information this morning. I will be sure to follow up if I hear of any additional sightings.,"No, I haven't heard anything about him being seen today. 
"
958659,"Imagine you're in a situation where you need to report a safety concern to your local police department. You're speaking with a dispatcher from the police department, who is trained to provide helpful and detailed guidance, as well as necessary emotional support. Describe your interaction with the dispatcher, including what safety concern you're reporting and how the dispatcher assists you.
The user reported a strong smell of marijuana near Starbucks, but the dispatcher could not detect the smell. The user provided a more specific location, but the dispatcher was unable to confirm the presence of the smell.


 
 User:  Smells really bad like marijuana outside of Starbucks near the garage 
 Dispatcher:  Thanks, we will have an officer check the area 
 Dispatcher:  We have officer's in the area but cannot detect an odor of marijuana...do you have a better location? 
 User: ","[['User', 'Smells really bad like marijuana outside of Starbucks near the garage'], ['Dispatcher', 'Thanks, we will have an officer check the area'], ['Dispatcher', ""We have officer's in the area but cannot detect an odor of marijuana...do you have a better location?""], ['User', 'It was near where the cars turn around right outside of the building, maybe it was a car that was there']]","The user reported a strong smell of marijuana near Starbucks, but the dispatcher could not detect the smell. The user provided a more specific location, but the dispatcher was unable to confirm the presence of the smell.
",10,SuspiciousActivity,We have officer's in the area but cannot detect an odor of marijuana...do you have a better location?,"It was near where the cars turn around right outside of the building, maybe it was a car that was there","Yeah, it's right near the dumpster in the alley. 
"
958785,"Imagine you're in a situation where you need to report a safety concern to your local police department. You're speaking with a dispatcher from the police department, who is trained to provide helpful and detailed guidance, as well as necessary emotional support. Describe your interaction with the dispatcher, including what safety concern you're reporting and how the dispatcher assists you.
The user reported a vehicle parked illegally in the parking lot across the street from their home. The vehicle was a black [GPE] sedan with the license plate [GPE]. The user was frustrated that they had to park over the line to avoid inconveniencing another driver.


 
 User:  i know it's past parking time but this car has been parked outrageously over the line since [DATE] 
 Dispatcher:  Thank you for your tip. Where is the vehicle parked? 
 User:  it’s in the spot all the way down on the left 
 User: ","[['User', ""i know it's past parking time but this car has been parked outrageously over the line since [DATE]""], ['Dispatcher', 'Thank you for your tip. Where is the vehicle parked?'], ['User', 'it’s in the spot all the way down on the left'], ['User', 'the parking lot across the street [FAC] and next to [FAC]']]","The user reported a vehicle parked illegally in the parking lot across the street from their home. The vehicle was a black [GPE] sedan with the license plate [GPE]. The user was frustrated that they had to park over the line to avoid inconveniencing another driver.
",10,AccidentTrafficParking,it’s in the spot all the way down on the left,the parking lot across the street [FAC] and next to [FAC],"right next to the fire hydrant 
"
958785,"Imagine you're in a situation where you need to report a safety concern to your local police department. You're speaking with a dispatcher from the police department, who is trained to provide helpful and detailed guidance, as well as necessary emotional support. Describe your interaction with the dispatcher, including what safety concern you're reporting and how the dispatcher assists you.
The user reported a vehicle parked illegally in the parking lot across the street from their home. The vehicle was a black [GPE] sedan with the license plate [GPE]. The user was frustrated that they had to park over the line to avoid inconveniencing another driver.


 
 User:  i know it's past parking time but this car has been parked outrageously over the line since [DATE] 
 Dispatcher:  Thank you for your tip. Where is the vehicle parked? 
 User:  it’s in the spot all the way down on the left 
 User:  the parking lot across the street [FAC] and next to [FAC] 
 Dispatcher:  Could you give us a description of the vehicle and the vehicle license plate? 
 User:  the vehicle is a black [GPE] sedan. the tag is [GPE]. i can go get the number if you need it?? 
 Dispatcher:  That would greatly help us out in getting the car moved, towed or ticketed. 
 User:  it’s been ticketed once yet the girl hasn’t moved it yet 
 Dispatcher:  Then we will see about taking it a step further. Are you able to get the license plate? 
 User:  [ACRONYM] ### 
 User: ","[['User', ""i know it's past parking time but this car has been parked outrageously over the line since [DATE]""], ['Dispatcher', 'Thank you for your tip. Where is the vehicle parked?'], ['User', 'it’s in the spot all the way down on the left'], ['User', 'the parking lot across the street [FAC] and next to [FAC]'], ['Dispatcher', 'Could you give us a description of the vehicle and the vehicle license plate?'], ['User', 'the vehicle is a black [GPE] sedan. the tag is [GPE]. i can go get the number if you need it??'], ['Dispatcher', 'That would greatly help us out in getting the car moved, towed or ticketed.'], ['User', 'it’s been ticketed once yet the girl hasn’t moved it yet'], ['Dispatcher', 'Then we will see about taking it a step further. Are you able to get the license plate?'], ['User', '[ACRONYM] ###'], ['User', '[GPE] county,ms']]","The user reported a vehicle parked illegally in the parking lot across the street from their home. The vehicle was a black [GPE] sedan with the license plate [GPE]. The user was frustrated that they had to park over the line to avoid inconveniencing another driver.
",10,AccidentTrafficParking,[ACRONYM] ###,"[GPE] county,ms","i’m on my way to get it 
"
959066,"Imagine you're in a situation where you need to report a safety concern to your local police department. You're speaking with a dispatcher from the police department, who is trained to provide helpful and detailed guidance, as well as necessary emotional support. Describe your interaction with the dispatcher, including what safety concern you're reporting and how the dispatcher assists you.
The user reported a suspicious person, a middle-aged white man, who was sitting on a bench and then dropped to the ground to sit on the bridge. The user saw the man again outside the [PERSON] dumpster enclosure. The user was not able to see the man after that.


 
 User:  There was a middle-aged man sitting on the bench right before the bridge to walk towards the towers. Then as I got closer to him, he got up from the bench to start walking with a black plastic bag in his hand. About halfway on the bridge, he dropped to the floor to sit and watched me walk towards him and continued to watch me walk as I cautiously walked around and passed him. He was still sitting on the bridge when I got off and there were two people just about to walk onto the bridge as I got off. Once I got up to my room in the towers, I then saw from my window that he was sitting outside the [PERSON] read dumpster area. I didn't see where he went after though. 
 Dispatcher:  Thank you for the tip. Can you describe the subject? Age, clothing, etc.? 
 User: ","[['User', ""There was a middle-aged man sitting on the bench right before the bridge to walk towards the towers. Then as I got closer to him, he got up from the bench to start walking with a black plastic bag in his hand. About halfway on the bridge, he dropped to the floor to sit and watched me walk towards him and continued to watch me walk as I cautiously walked around and passed him. He was still sitting on the bridge when I got off and there were two people just about to walk onto the bridge as I got off. Once I got up to my room in the towers, I then saw from my window that he was sitting outside the [PERSON] read dumpster area. I didn't see where he went after though.""], ['Dispatcher', 'Thank you for the tip. Can you describe the subject? Age, clothing, etc.?'], ['User', 'White man around 40-50 years old, black baggy zip-up sweatshirt, and baggy jeans. Had earphones in too.']]","The user reported a suspicious person, a middle-aged white man, who was sitting on a bench and then dropped to the ground to sit on the bridge. The user saw the man again outside the [PERSON] dumpster enclosure. The user was not able to see the man after that.
",10,SuspiciousActivity,"Thank you for the tip. Can you describe the subject? Age, clothing, etc.?","White man around 40-50 years old, black baggy zip-up sweatshirt, and baggy jeans. Had earphones in too.","Yes, he was a middle-aged white man, maybe around 50 years old. He had a black plastic bag in his hand when he dropped to the floor, and he was wearing a black hoodie and jeans. He had a scruffy beard and was a bit overweight. 
"
960019,"Imagine you're in a situation where you need to report a safety concern to your local police department. You're speaking with a dispatcher from the police department, who is trained to provide helpful and detailed guidance, as well as necessary emotional support. Describe your interaction with the dispatcher, including what safety concern you're reporting and how the dispatcher assists you.
The user reported a suspicious person in the area, described as a male in a zip orange pullover, rolling backpack, and another bag. The user provided the race of the individual, as well as possible height and weight. The user also provided additional information, such as the individual's hair color and glasses.


 
 User:  there's a dude in a #/# zip orange pullover with a rolling backpack and another bag that has been milling around the compass for like half an hour and pausing and kneeling and standing back up and staring at people and it's probably nothing but he gives me weird vibes 
 Dispatcher:  Thank you for using [PERSON], can you provide the race of the individual? as well as possible height and weight? 
 User: ","[['User', ""there's a dude in a #/# zip orange pullover with a rolling backpack and another bag that has been milling around the compass for like half an hour and pausing and kneeling and standing back up and staring at people and it's probably nothing but he gives me weird vibes""], ['Dispatcher', 'Thank you for using [PERSON], can you provide the race of the individual? as well as possible height and weight?'], ['User', 'yea he’s [GPE] and skinny and maybe like [QUANTITY] ft tall??']]","The user reported a suspicious person in the area, described as a male in a zip orange pullover, rolling backpack, and another bag. The user provided the race of the individual, as well as possible height and weight. The user also provided additional information, such as the individual's hair color and glasses.
",10,SuspiciousActivity,"Thank you for using [PERSON], can you provide the race of the individual? as well as possible height and weight?",yea he’s [GPE] and skinny and maybe like [QUANTITY] ft tall??,"Yeah, he's white. Maybe 5'10"" to 6' and a bit heavy set. 
"
960096,"Imagine you're in a situation where you need to report a safety concern to your local police department. You're speaking with a dispatcher from the police department, who is trained to provide helpful and detailed guidance, as well as necessary emotional support. Describe your interaction with the dispatcher, including what safety concern you're reporting and how the dispatcher assists you.
The user reported a situation where a picture of them was posted on their roommate's social media, and they were told to report it. The user was currently in University of California, Los Angeles and had class at 10:30. They were able to meet with an officer outside the student union, and provided their phone number (310) 123-4567.


 
 User:  I was told i should probably report this, the picture she is burning is of me and is posted on her social media, i was told it would be a good idea to leave a tip in case something happened 
 Dispatcher:  Thank you fro contacting us. Where are you now? 
 User:  Im currently in University of California, Los Angeles getting ready to head to my next class 
 Dispatcher:  Ok, you need to make a report with us asap so that it is documented. 
 Dispatcher:  Do you have time now'\ 
 User:  i have class at 10:30, how long will the report take? 
 Dispatcher:  15 min at the most 
 Dispatcher:  where can an officer meet with you 
 User: ","[['User', 'I was told i should probably report this, the picture she is burning is of me and is posted on her social media, i was told it would be a good idea to leave a tip in case something happened'], ['Dispatcher', 'Thank you fro contacting us. Where are you now?'], ['User', 'Im currently in University of California, Los Angeles getting ready to head to my next class'], ['Dispatcher', 'Ok, you need to make a report with us asap so that it is documented.'], ['Dispatcher', ""Do you have time now'\\""], ['User', 'i have class at 10:30, how long will the report take?'], ['Dispatcher', '15 min at the most'], ['Dispatcher', 'where can an officer meet with you'], ['User', 'i Can meet in the student union. My name is Molly wadman']]","The user reported a situation where a picture of them was posted on their roommate's social media, and they were told to report it. The user was currently in University of California, Los Angeles and had class at 10:30. They were able to meet with an officer outside the student union, and provided their phone number (310) 123-4567.
",10,SuspiciousActivity,where can an officer meet with you,i Can meet in the student union. My name is Molly wadman,"outside the student union 
"
960164,"Imagine you're in a situation where you need to report a safety concern to your local police department. You're speaking with a dispatcher from the police department, who is trained to provide helpful and detailed guidance, as well as necessary emotional support. Describe your interaction with the dispatcher, including what safety concern you're reporting and how the dispatcher assists you.
The user reported an illegally parked car at the YMCA pool. The user provided a description of the vehicle, including its location beside the clubhouse.


 
 User:  illegally parked car at YMCA pool 
 Dispatcher:  please give a description of the vehicle 
 User: ","[['User', 'illegally parked car at YMCA pool'], ['Dispatcher', 'please give a description of the vehicle'], ['User', ""It's a car parked in fire lane beside clubhouse""]]","The user reported an illegally parked car at the YMCA pool. The user provided a description of the vehicle, including its location beside the clubhouse.
",10,SuspiciousActivity,please give a description of the vehicle,It's a car parked in fire lane beside clubhouse,"dark blue Honda Civic, beside the clubhouse. 
"
